num_date_time,answer
1_20220828 10,2983.848388671875
1_20220828 11,3228.8203125
1_20220828 12,3291.072265625
1_20220828 13,3351.12744140625
1_20220828 14,3352.013671875
1_20220828 15,3331.517578125
1_20220828 16,3330.77099609375
1_20220828 17,3287.16748046875
1_20220828 18,2939.96240234375
1_20220828 19,2557.07373046875
1_20220828 20,2427.99951171875
1_20220828 21,2091.058349609375
1_20220828 22,1551.091064453125
1_20220828 23,2136.43603515625
1_20220829 00,2175.017333984375
1_20220829 01,2094.26318359375
1_20220829 02,1994.225830078125
1_20220829 03,1856.894775390625
1_20220829 04,1927.096923828125
1_20220829 05,2097.51318359375
1_20220829 06,2199.744873046875
1_20220829 07,2392.20361328125
1_20220829 08,2760.850830078125
1_20220829 09,3294.80029296875
1_20220829 10,3705.58251953125
1_20220829 11,3802.444580078125
1_20220829 12,3814.550048828125
1_20220829 13,3837.783203125
1_20220829 14,3878.34423828125
1_20220829 15,3753.168701171875
1_20220829 16,3728.079345703125
1_20220829 17,3504.45068359375
1_20220829 18,2831.08203125
1_20220829 19,2535.56982421875
1_20220829 20,2382.62548828125
1_20220829 21,2082.950439453125
1_20220829 22,1533.2548828125
1_20220829 23,2089.42431640625
1_20220830 00,2096.283203125
1_20220830 01,1993.243896484375
1_20220830 02,1871.0101318359375
1_20220830 03,1725.045654296875
1_20220830 04,1760.4547119140625
1_20220830 05,1953.8238525390625
1_20220830 06,2163.296875
1_20220830 07,2443.477783203125
1_20220830 08,2994.94921875
1_20220830 09,3357.367919921875
1_20220830 10,3927.23046875
1_20220830 11,4238.8173828125
1_20220830 12,4232.0068359375
1_20220830 13,4246.23486328125
1_20220830 14,4236.39404296875
1_20220830 15,4111.94287109375
1_20220830 16,3934.87060546875
1_20220830 17,3635.964111328125
1_20220830 18,2928.167236328125
1_20220830 19,2710.227294921875
1_20220830 20,2505.62841796875
1_20220830 21,2088.540283203125
1_20220830 22,1646.3160400390625
1_20220830 23,2161.718505859375
1_20220831 00,2149.887939453125
1_20220831 01,2080.544921875
1_20220831 02,1935.730224609375
1_20220831 03,1817.3121337890625
1_20220831 04,1829.571533203125
1_20220831 05,2017.350341796875
1_20220831 06,2170.87744140625
1_20220831 07,2429.605224609375
1_20220831 08,2904.68408203125
1_20220831 09,3305.916748046875
1_20220831 10,3763.270263671875
1_20220831 11,3885.10107421875
1_20220831 12,3947.74658203125
1_20220831 13,3951.91064453125
1_20220831 14,3915.8515625
1_20220831 15,3824.55712890625
1_20220831 16,3788.75830078125
1_20220831 17,3513.82568359375
1_20220831 18,2665.65380859375
1_20220831 19,2575.60595703125
1_20220831 20,2399.931396484375
1_20220831 21,2091.44970703125
1_20220831 22,1497.673828125
1_20220831 23,2066.857421875
2_20220825 00,1308.862548828125
2_20220825 01,1305.574951171875
2_20220825 02,1303.6947021484375
2_20220825 03,1297.68994140625
2_20220825 04,1295.2645263671875
2_20220825 05,1279.88623046875
2_20220825 06,1277.275146484375
2_20220825 07,1273.3131103515625
2_20220825 08,1696.9033203125
2_20220825 09,1970.0150146484375
2_20220825 10,2222.70947265625
2_20220825 11,2187.096435546875
2_20220825 12,2189.012451171875
2_20220825 13,2175.801513671875
2_20220825 14,2278.850830078125
2_20220825 15,2114.21875
2_20220825 16,2220.29541015625
2_20220825 17,2189.87060546875
2_20220825 18,2157.46533203125
2_20220825 19,1985.1917724609375
2_20220825 20,1891.994873046875
2_20220825 21,1616.9068603515625
2_20220825 22,1073.818115234375
2_20220825 23,1341.3265380859375
2_20220826 00,1303.11328125
2_20220826 01,1298.5042724609375
2_20220826 02,1298.3392333984375
2_20220826 03,1289.1915283203125
2_20220826 04,1275.2103271484375
2_20220826 05,1178.5823974609375
2_20220826 06,1170.67822265625
2_20220826 07,1170.3021240234375
2_20220826 08,1717.9954833984375
2_20220826 09,1948.569091796875
2_20220826 10,2187.379150390625
2_20220826 11,2105.63623046875
2_20220826 12,2099.5947265625
2_20220826 13,2112.37548828125
2_20220826 14,2110.766357421875
2_20220826 15,2274.363037109375
2_20220826 16,2138.13818359375
2_20220826 17,2043.096923828125
2_20220826 18,2074.487060546875
2_20220826 19,1887.5374755859375
2_20220826 20,1849.0181884765625
2_20220826 21,1588.178955078125
2_20220826 22,1142.562255859375
2_20220826 23,1344.0474853515625
2_20220827 00,1320.1019287109375
2_20220827 01,1318.562255859375
2_20220827 02,1338.7342529296875
2_20220827 03,1299.1470947265625
2_20220827 04,1276.096435546875
2_20220827 05,1212.811279296875
2_20220827 06,1219.6920166015625
2_20220827 07,1103.192138671875
2_20220827 08,1575.66015625
2_20220827 09,1896.140625
2_20220827 10,2017.268310546875
2_20220827 11,2011.543701171875
2_20220827 12,2091.57080078125
2_20220827 13,2136.094970703125
2_20220827 14,2174.38671875
2_20220827 15,2191.1015625
2_20220827 16,2190.806396484375
2_20220827 17,2147.645751953125
2_20220827 18,2013.7877197265625
2_20220827 19,1763.447265625
2_20220827 20,1574.47216796875
2_20220827 21,1418.549072265625
2_20220827 22,896.9005737304688
2_20220827 23,1326.1041259765625
2_20220828 00,1291.6895751953125
2_20220828 01,1263.7376708984375
2_20220828 02,1266.810791015625
2_20220828 03,1161.5093994140625
2_20220828 04,1138.559326171875
2_20220828 05,1072.897705078125
2_20220828 06,1003.4699096679688
2_20220828 07,1015.1171875
2_20220828 08,1471.8843994140625
2_20220828 09,1718.13671875
2_20220828 10,1950.088134765625
2_20220828 11,1970.192626953125
2_20220828 12,1986.265869140625
2_20220828 13,2031.4918212890625
2_20220828 14,2205.478271484375
2_20220828 15,2224.708740234375
2_20220828 16,2282.854736328125
2_20220828 17,2179.5498046875
2_20220828 18,2049.520263671875
2_20220828 19,1620.714599609375
2_20220828 20,1435.473388671875
2_20220828 21,1310.162109375
2_20220828 22,897.0939331054688
2_20220828 23,1329.5216064453125
2_20220829 00,1284.9664306640625
2_20220829 01,1282.703857421875
2_20220829 02,1281.9273681640625
2_20220829 03,1274.0880126953125
2_20220829 04,1269.6766357421875
2_20220829 05,1198.31787109375
2_20220829 06,1189.882568359375
2_20220829 07,1083.9266357421875
2_20220829 08,1271.4901123046875
2_20220829 09,1277.356689453125
2_20220829 10,1343.9324951171875
2_20220829 11,1325.0242919921875
2_20220829 12,1288.465576171875
2_20220829 13,1398.788818359375
2_20220829 14,1249.9700927734375
2_20220829 15,1410.953369140625
2_20220829 16,1351.1875
2_20220829 17,1248.919677734375
2_20220829 18,1117.8853759765625
2_20220829 19,1168.059326171875
2_20220829 20,1116.077880859375
2_20220829 21,1023.9251098632812
2_20220829 22,871.9884033203125
2_20220829 23,1089.292236328125
2_20220830 00,1164.6827392578125
2_20220830 01,1195.3990478515625
2_20220830 02,1216.071044921875
2_20220830 03,1208.0428466796875
2_20220830 04,1156.6221923828125
2_20220830 05,1074.8685302734375
2_20220830 06,1021.0715942382812
2_20220830 07,1073.5438232421875
2_20220830 08,1690.2890625
2_20220830 09,1962.0908203125
2_20220830 10,2286.057861328125
2_20220830 11,2275.559326171875
2_20220830 12,2053.76708984375
2_20220830 13,2389.80126953125
2_20220830 14,2374.898193359375
2_20220830 15,2406.55810546875
2_20220830 16,2421.105712890625
2_20220830 17,2408.07666015625
2_20220830 18,2352.64892578125
2_20220830 19,2157.642578125
2_20220830 20,2091.1220703125
2_20220830 21,1811.010009765625
2_20220830 22,1066.508056640625
2_20220830 23,1274.0281982421875
2_20220831 00,1248.781005859375
2_20220831 01,1248.964111328125
2_20220831 02,1233.288818359375
2_20220831 03,1210.6068115234375
2_20220831 04,1201.2093505859375
2_20220831 05,1147.0311279296875
2_20220831 06,1132.9306640625
2_20220831 07,1129.80419921875
2_20220831 08,1712.192138671875
2_20220831 09,1928.6839599609375
2_20220831 10,2082.255615234375
2_20220831 11,2033.830810546875
2_20220831 12,2086.81884765625
2_20220831 13,2204.28955078125
2_20220831 14,2229.73291015625
2_20220831 15,2275.804443359375
2_20220831 16,2263.264892578125
2_20220831 17,2221.36669921875
2_20220831 18,2163.223388671875
2_20220831 19,1976.392333984375
2_20220831 20,1878.247314453125
2_20220831 21,1583.871337890625
2_20220831 22,1057.1781005859375
2_20220831 23,1344.7564697265625
3_20220825 00,1059.0447998046875
3_20220825 01,1029.91748046875
3_20220825 02,1007.6636962890625
3_20220825 03,958.9909057617188
3_20220825 04,928.8074340820312
3_20220825 05,945.0070190429688
3_20220825 06,994.41748046875
3_20220825 07,1075.612548828125
3_20220825 08,1192.9923095703125
3_20220825 09,1329.0943603515625
3_20220825 10,1373.2650146484375
3_20220825 11,1407.1513671875
3_20220825 12,1500.53466796875
3_20220825 13,1617.16943359375
3_20220825 14,1733.2496337890625
3_20220825 15,1750.5814208984375
3_20220825 16,1884.1107177734375
3_20220825 17,1915.244140625
3_20220825 18,2337.80322265625
3_20220825 19,2476.310791015625
3_20220825 20,2422.385009765625
3_20220825 21,1924.820068359375
3_20220825 22,1313.285888671875
3_20220825 23,1075.414306640625
3_20220826 00,1025.027099609375
3_20220826 01,982.3841552734375
3_20220826 02,963.6907958984375
3_20220826 03,955.6904296875
3_20220826 04,934.0728759765625
3_20220826 05,952.8043212890625
3_20220826 06,986.2340698242188
3_20220826 07,1065.031494140625
3_20220826 08,1166.318115234375
3_20220826 09,1274.966064453125
3_20220826 10,1329.078369140625
3_20220826 11,1382.3623046875
3_20220826 12,1410.855712890625
3_20220826 13,1569.721435546875
3_20220826 14,1678.6109619140625
3_20220826 15,1766.2103271484375
3_20220826 16,1841.489501953125
3_20220826 17,1930.0546875
3_20220826 18,2413.167724609375
3_20220826 19,2494.0634765625
3_20220826 20,2525.774169921875
3_20220826 21,2206.761474609375
3_20220826 22,1341.188720703125
3_20220826 23,1147.076904296875
3_20220827 00,1092.9342041015625
3_20220827 01,1052.7259521484375
3_20220827 02,998.0270385742188
3_20220827 03,971.55517578125
3_20220827 04,941.080078125
3_20220827 05,929.3712768554688
3_20220827 06,925.9354248046875
3_20220827 07,995.08056640625
3_20220827 08,1097.18359375
3_20220827 09,1239.8265380859375
3_20220827 10,1302.753173828125
3_20220827 11,1347.4349365234375
3_20220827 12,1412.460205078125
3_20220827 13,1509.4324951171875
3_20220827 14,1675.8199462890625
3_20220827 15,1854.005859375
3_20220827 16,2019.5751953125
3_20220827 17,2129.119873046875
3_20220827 18,2302.236572265625
3_20220827 19,2320.709228515625
3_20220827 20,2397.352294921875
3_20220827 21,1776.2835693359375
3_20220827 22,1307.088134765625
3_20220827 23,1123.619384765625
3_20220828 00,1060.635009765625
3_20220828 01,1021.3015747070312
3_20220828 02,1009.6080932617188
3_20220828 03,990.9439697265625
3_20220828 04,958.5084228515625
3_20220828 05,925.9923706054688
3_20220828 06,925.0361328125
3_20220828 07,995.4580078125
3_20220828 08,1096.730712890625
3_20220828 09,1195.9490966796875
3_20220828 10,1258.540771484375
3_20220828 11,1289.102294921875
3_20220828 12,1354.6143798828125
3_20220828 13,1463.2855224609375
3_20220828 14,1608.261474609375
3_20220828 15,1741.7542724609375
3_20220828 16,1812.8206787109375
3_20220828 17,2115.719970703125
3_20220828 18,2205.7529296875
3_20220828 19,2268.89990234375
3_20220828 20,1946.4879150390625
3_20220828 21,1608.056640625
3_20220828 22,1277.1319580078125
3_20220828 23,1129.36767578125
3_20220829 00,1102.0423583984375
3_20220829 01,1053.5137939453125
3_20220829 02,1003.0686645507812
3_20220829 03,988.4500732421875
3_20220829 04,964.5120239257812
3_20220829 05,971.4149169921875
3_20220829 06,958.8489379882812
3_20220829 07,1012.63427734375
3_20220829 08,1083.506591796875
3_20220829 09,1164.5400390625
3_20220829 10,1226.3260498046875
3_20220829 11,1251.5775146484375
3_20220829 12,1246.9964599609375
3_20220829 13,1259.2115478515625
3_20220829 14,1257.452392578125
3_20220829 15,1258.0384521484375
3_20220829 16,1241.9503173828125
3_20220829 17,1237.3746337890625
3_20220829 18,1176.996337890625
3_20220829 19,1188.665283203125
3_20220829 20,1167.1715087890625
3_20220829 21,1062.499755859375
3_20220829 22,1000.41259765625
3_20220829 23,953.07421875
3_20220830 00,955.7264404296875
3_20220830 01,925.70751953125
3_20220830 02,922.4816284179688
3_20220830 03,920.5925903320312
3_20220830 04,920.2127685546875
3_20220830 05,932.7835083007812
3_20220830 06,974.4016723632812
3_20220830 07,1104.385498046875
3_20220830 08,1198.6156005859375
3_20220830 09,1332.1961669921875
3_20220830 10,1409.1502685546875
3_20220830 11,1427.1741943359375
3_20220830 12,1455.6224365234375
3_20220830 13,1539.963134765625
3_20220830 14,1626.10595703125
3_20220830 15,1709.2152099609375
3_20220830 16,1746.086669921875
3_20220830 17,1737.018798828125
3_20220830 18,1723.023193359375
3_20220830 19,1664.986572265625
3_20220830 20,1580.2066650390625
3_20220830 21,1579.947509765625
3_20220830 22,1274.3370361328125
3_20220830 23,1097.898193359375
3_20220831 00,1034.668212890625
3_20220831 01,980.5030517578125
3_20220831 02,963.5700073242188
3_20220831 03,957.18017578125
3_20220831 04,944.5017700195312
3_20220831 05,961.1614990234375
3_20220831 06,962.0494995117188
3_20220831 07,1091.62158203125
3_20220831 08,1163.474609375
3_20220831 09,1271.3079833984375
3_20220831 10,1336.975341796875
3_20220831 11,1341.54638671875
3_20220831 12,1381.8709716796875
3_20220831 13,1491.3013916015625
3_20220831 14,1645.148681640625
3_20220831 15,1754.556396484375
3_20220831 16,1820.767822265625
3_20220831 17,1893.993408203125
3_20220831 18,2303.557373046875
3_20220831 19,2431.69189453125
3_20220831 20,2324.78955078125
3_20220831 21,1881.9700927734375
3_20220831 22,1309.847900390625
3_20220831 23,1093.0731201171875
4_20220825 00,726.1826782226562
4_20220825 01,729.1800537109375
4_20220825 02,731.3538818359375
4_20220825 03,726.6804809570312
4_20220825 04,730.3370361328125
4_20220825 05,726.8995361328125
4_20220825 06,786.8155517578125
4_20220825 07,884.2220458984375
4_20220825 08,1071.3409423828125
4_20220825 09,1241.7568359375
4_20220825 10,1382.734619140625
4_20220825 11,1395.596435546875
4_20220825 12,1385.738037109375
4_20220825 13,1367.234375
4_20220825 14,1328.4581298828125
4_20220825 15,1312.102294921875
4_20220825 16,1283.466552734375
4_20220825 17,1201.0140380859375
4_20220825 18,1052.5111083984375
4_20220825 19,908.90283203125
4_20220825 20,832.7267456054688
4_20220825 21,781.2198486328125
4_20220825 22,771.0953369140625
4_20220825 23,715.663818359375
4_20220826 00,725.4522705078125
4_20220826 01,717.68212890625
4_20220826 02,726.8362426757812
4_20220826 03,715.7496337890625
4_20220826 04,714.9569702148438
4_20220826 05,723.69677734375
4_20220826 06,781.0681762695312
4_20220826 07,879.6556396484375
4_20220826 08,1081.923095703125
4_20220826 09,1246.058349609375
4_20220826 10,1376.38720703125
4_20220826 11,1394.271728515625
4_20220826 12,1385.66455078125
4_20220826 13,1394.8330078125
4_20220826 14,1371.431640625
4_20220826 15,1386.443603515625
4_20220826 16,1361.2554931640625
4_20220826 17,1205.421630859375
4_20220826 18,1076.3140869140625
4_20220826 19,904.3961181640625
4_20220826 20,841.7227783203125
4_20220826 21,790.4188842773438
4_20220826 22,776.3079223632812
4_20220826 23,740.5435791015625
4_20220827 00,735.8070068359375
4_20220827 01,726.7879638671875
4_20220827 02,726.8571166992188
4_20220827 03,708.9732666015625
4_20220827 04,711.1165771484375
4_20220827 05,715.9588623046875
4_20220827 06,768.6995849609375
4_20220827 07,871.8136596679688
4_20220827 08,1076.8372802734375
4_20220827 09,1252.4365234375
4_20220827 10,1365.4658203125
4_20220827 11,1382.854248046875
4_20220827 12,1380.771240234375
4_20220827 13,1376.999267578125
4_20220827 14,1324.0179443359375
4_20220827 15,1323.16650390625
4_20220827 16,1289.0009765625
4_20220827 17,1194.9224853515625
4_20220827 18,1042.2991943359375
4_20220827 19,873.5924682617188
4_20220827 20,821.4139404296875
4_20220827 21,779.1903076171875
4_20220827 22,773.56396484375
4_20220827 23,728.6665649414062
4_20220828 00,712.3243408203125
4_20220828 01,715.9791870117188
4_20220828 02,717.0880126953125
4_20220828 03,714.32177734375
4_20220828 04,713.41064453125
4_20220828 05,722.0968627929688
4_20220828 06,781.5302734375
4_20220828 07,877.1859130859375
4_20220828 08,1066.35986328125
4_20220828 09,1236.447021484375
4_20220828 10,1357.1246337890625
4_20220828 11,1382.977783203125
4_20220828 12,1384.072265625
4_20220828 13,1386.301025390625
4_20220828 14,1338.5057373046875
4_20220828 15,1381.4293212890625
4_20220828 16,1366.6793212890625
4_20220828 17,1251.754638671875
4_20220828 18,1066.806884765625
4_20220828 19,904.408203125
4_20220828 20,824.8004760742188
4_20220828 21,783.3536376953125
4_20220828 22,777.3793334960938
4_20220828 23,732.1005859375
4_20220829 00,727.192626953125
4_20220829 01,723.5333251953125
4_20220829 02,727.1630859375
4_20220829 03,715.0202026367188
4_20220829 04,712.4078979492188
4_20220829 05,717.1513671875
4_20220829 06,778.5543823242188
4_20220829 07,889.4906005859375
4_20220829 08,1091.9251708984375
4_20220829 09,1276.401611328125
4_20220829 10,1397.0931396484375
4_20220829 11,1398.8857421875
4_20220829 12,1396.5831298828125
4_20220829 13,1382.388916015625
4_20220829 14,1336.3348388671875
4_20220829 15,1330.339111328125
4_20220829 16,1296.883056640625
4_20220829 17,1213.318603515625
4_20220829 18,1059.956787109375
4_20220829 19,913.7937622070312
4_20220829 20,845.2119140625
4_20220829 21,784.45947265625
4_20220829 22,750.1680297851562
4_20220829 23,715.7425537109375
4_20220830 00,716.1008911132812
4_20220830 01,713.6505126953125
4_20220830 02,715.3499145507812
4_20220830 03,720.6393432617188
4_20220830 04,726.1486206054688
4_20220830 05,733.4915771484375
4_20220830 06,800.0562744140625
4_20220830 07,904.7462158203125
4_20220830 08,1067.4683837890625
4_20220830 09,1242.145751953125
4_20220830 10,1356.5650634765625
4_20220830 11,1371.285888671875
4_20220830 12,1370.18310546875
4_20220830 13,1349.0445556640625
4_20220830 14,1321.703125
4_20220830 15,1318.139892578125
4_20220830 16,1290.636474609375
4_20220830 17,1220.249267578125
4_20220830 18,1082.558349609375
4_20220830 19,958.5818481445312
4_20220830 20,877.6112060546875
4_20220830 21,806.3722534179688
4_20220830 22,783.1138916015625
4_20220830 23,732.2977294921875
4_20220831 00,734.869140625
4_20220831 01,721.74462890625
4_20220831 02,718.9501953125
4_20220831 03,724.4500122070312
4_20220831 04,722.49462890625
4_20220831 05,727.1439208984375
4_20220831 06,795.5225830078125
4_20220831 07,899.5186767578125
4_20220831 08,1081.261474609375
4_20220831 09,1237.8621826171875
4_20220831 10,1370.5499267578125
4_20220831 11,1384.185791015625
4_20220831 12,1379.656982421875
4_20220831 13,1359.12158203125
4_20220831 14,1316.7476806640625
4_20220831 15,1312.989990234375
4_20220831 16,1281.811767578125
4_20220831 17,1196.8114013671875
4_20220831 18,1054.323486328125
4_20220831 19,908.6017456054688
4_20220831 20,841.6370849609375
4_20220831 21,791.3067626953125
4_20220831 22,768.7870483398438
4_20220831 23,732.3057861328125
5_20220825 00,1883.3193359375
5_20220825 01,1902.841796875
5_20220825 02,1897.9566650390625
5_20220825 03,1899.5562744140625
5_20220825 04,1906.706298828125
5_20220825 05,1976.9927978515625
5_20220825 06,2041.156494140625
5_20220825 07,2253.650390625
5_20220825 08,2706.23095703125
5_20220825 09,3250.954345703125
5_20220825 10,3325.02197265625
5_20220825 11,3289.64306640625
5_20220825 12,3226.930419921875
5_20220825 13,3326.69921875
5_20220825 14,3304.38134765625
5_20220825 15,3163.94384765625
5_20220825 16,2912.968994140625
5_20220825 17,2725.941650390625
5_20220825 18,2160.40966796875
5_20220825 19,1889.7587890625
5_20220825 20,1853.163818359375
5_20220825 21,1744.615234375
5_20220825 22,1696.564453125
5_20220825 23,1697.62109375
5_20220826 00,1945.552001953125
5_20220826 01,1944.9476318359375
5_20220826 02,1904.839111328125
5_20220826 03,1901.6910400390625
5_20220826 04,1926.588134765625
5_20220826 05,2035.0166015625
5_20220826 06,2065.268310546875
5_20220826 07,2296.278564453125
5_20220826 08,3051.25244140625
5_20220826 09,3797.706298828125
5_20220826 10,3947.87548828125
5_20220826 11,5201.6865234375
5_20220826 12,5952.0302734375
5_20220826 13,5842.4169921875
5_20220826 14,5249.22021484375
5_20220826 15,5982.01220703125
5_20220826 16,5315.98681640625
5_20220826 17,5244.13818359375
5_20220826 18,4977.18505859375
5_20220826 19,4977.9150390625
5_20220826 20,5047.51904296875
5_20220826 21,2739.52392578125
5_20220826 22,1864.4052734375
5_20220826 23,1776.738525390625
5_20220827 00,2038.8232421875
5_20220827 01,2002.3033447265625
5_20220827 02,1952.372314453125
5_20220827 03,1945.369873046875
5_20220827 04,1942.3753662109375
5_20220827 05,2053.95166015625
5_20220827 06,2080.993408203125
5_20220827 07,2454.46533203125
5_20220827 08,3329.408203125
5_20220827 09,3711.578125
5_20220827 10,3889.748779296875
5_20220827 11,5902.1923828125
5_20220827 12,6770.4296875
5_20220827 13,6792.69677734375
5_20220827 14,6766.8798828125
5_20220827 15,6787.13037109375
5_20220827 16,6856.8232421875
5_20220827 17,6757.6884765625
5_20220827 18,5942.4267578125
5_20220827 19,5321.30078125
5_20220827 20,5314.19287109375
5_20220827 21,3044.173095703125
5_20220827 22,1817.704833984375
5_20220827 23,1724.8818359375
5_20220828 00,1691.9713134765625
5_20220828 01,1692.2816162109375
5_20220828 02,1707.2122802734375
5_20220828 03,1705.7301025390625
5_20220828 04,1707.4407958984375
5_20220828 05,1854.8902587890625
5_20220828 06,2077.005859375
5_20220828 07,2649.228759765625
5_20220828 08,4918.20068359375
5_20220828 09,6501.19140625
5_20220828 10,6581.36181640625
5_20220828 11,6612.9306640625
5_20220828 12,6817.91650390625
5_20220828 13,6828.58203125
5_20220828 14,6897.6357421875
5_20220828 15,7139.7724609375
5_20220828 16,7075.09375
5_20220828 17,6632.4970703125
5_20220828 18,3104.971435546875
5_20220828 19,2030.4456787109375
5_20220828 20,1812.33984375
5_20220828 21,1893.2474365234375
5_20220828 22,1669.443603515625
5_20220828 23,1653.8193359375
5_20220829 00,1829.8011474609375
5_20220829 01,1822.7965087890625
5_20220829 02,1824.103271484375
5_20220829 03,1815.044921875
5_20220829 04,1811.4547119140625
5_20220829 05,1847.4302978515625
5_20220829 06,1863.804443359375
5_20220829 07,1889.9072265625
5_20220829 08,1929.68359375
5_20220829 09,1951.5501708984375
5_20220829 10,2001.169189453125
5_20220829 11,2028.605712890625
5_20220829 12,1991.752197265625
5_20220829 13,2013.2265625
5_20220829 14,1597.97705078125
5_20220829 15,1564.599365234375
5_20220829 16,1604.2603759765625
5_20220829 17,1951.137939453125
5_20220829 18,1850.708740234375
5_20220829 19,1767.763427734375
5_20220829 20,1723.3316650390625
5_20220829 21,1730.22265625
5_20220829 22,1690.3245849609375
5_20220829 23,1684.481201171875
5_20220830 00,1894.4039306640625
5_20220830 01,1896.261474609375
5_20220830 02,1887.002685546875
5_20220830 03,1858.921630859375
5_20220830 04,1861.1617431640625
5_20220830 05,1875.884033203125
5_20220830 06,1828.9638671875
5_20220830 07,1930.344482421875
5_20220830 08,2075.67138671875
5_20220830 09,2191.19677734375
5_20220830 10,2297.735595703125
5_20220830 11,2261.688232421875
5_20220830 12,2309.50048828125
5_20220830 13,2318.4482421875
5_20220830 14,1769.9642333984375
5_20220830 15,1736.109619140625
5_20220830 16,1763.591796875
5_20220830 17,2084.150390625
5_20220830 18,1923.3157958984375
5_20220830 19,1854.286865234375
5_20220830 20,1789.870361328125
5_20220830 21,1743.846923828125
5_20220830 22,1698.563232421875
5_20220830 23,1696.978271484375
5_20220831 00,1888.190673828125
5_20220831 01,1894.5950927734375
5_20220831 02,1885.0084228515625
5_20220831 03,1865.961669921875
5_20220831 04,1892.9970703125
5_20220831 05,1994.681396484375
5_20220831 06,2061.09375
5_20220831 07,2253.74072265625
5_20220831 08,2559.828125
5_20220831 09,2981.59521484375
5_20220831 10,3010.536865234375
5_20220831 11,2884.803466796875
5_20220831 12,2873.92822265625
5_20220831 13,2985.047607421875
5_20220831 14,2608.06005859375
5_20220831 15,2475.703125
5_20220831 16,2421.70068359375
5_20220831 17,2460.7666015625
5_20220831 18,2068.87353515625
5_20220831 19,1864.1904296875
5_20220831 20,1784.063232421875
5_20220831 21,1746.2884521484375
5_20220831 22,1689.5191650390625
5_20220831 23,1688.3433837890625
6_20220825 00,1169.1600341796875
6_20220825 01,1023.6534423828125
6_20220825 02,1007.5197143554688
6_20220825 03,1002.3546142578125
6_20220825 04,998.90478515625
6_20220825 05,1023.2908325195312
6_20220825 06,1201.87841796875
6_20220825 07,1495.042724609375
6_20220825 08,1675.563720703125
6_20220825 09,2240.47412109375
6_20220825 10,2850.60107421875
6_20220825 11,2869.617431640625
6_20220825 12,2888.686279296875
6_20220825 13,2902.986328125
6_20220825 14,2912.490966796875
6_20220825 15,2888.61767578125
6_20220825 16,2850.419921875
6_20220825 17,2797.46435546875
6_20220825 18,2401.111328125
6_20220825 19,2207.432861328125
6_20220825 20,1972.404052734375
6_20220825 21,1781.2025146484375
6_20220825 22,1602.297607421875
6_20220825 23,1477.109375
6_20220826 00,1160.299560546875
6_20220826 01,1020.5570068359375
6_20220826 02,998.6134033203125
6_20220826 03,1021.9562377929688
6_20220826 04,1015.4998168945312
